Image,z=0,z=1,z=2,z=3,z=4,z=5,z=6,z=7,z=8
8429.pgm,0,9,118,356,518,1100,3216,10851,216
843.pgm,1,54,530,1409,3067,3724,3933,3665,1
8430.pgm,0,0,0,1,10,104,1952,13316,1001
8431.pgm,0,0,0,3,13,206,2026,12822,1314
8432.pgm,0,98,1743,5663,4822,3187,842,28,1
8433.pgm,0,284,966,1225,2306,3118,5350,3123,12
8434.pgm,0,116,785,6514,3684,1053,1675,2548,9
8435.pgm,0,106,638,2268,4611,3947,3197,1615,2
8436.pgm,1,88,817,2578,3707,3808,3800,1583,2
8437.pgm,0,44,125,452,1487,4602,6047,3504,123
8438.pgm,13,519,2302,3984,4582,3356,1400,203,25
8439.pgm,14,310,1156,2829,4115,3643,3029,1286,2
844.pgm,0,26,154,546,3286,5903,4792,1677,0
8440.pgm,0,227,2174,4687,4853,3040,1172,231,0
8441.pgm,1,27,166,253,2717,5138,4034,4038,10
8442.pgm,0,19,430,1586,2945,4590,4395,2385,34
8443.pgm,2,317,1664,3320,2549,2282,2753,3487,10
8444.pgm,1,498,2322,2294,2240,1701,3363,3958,7
8445.pgm,3,738,2513,2408,2405,1320,2868,4125,4
8446.pgm,0,68,1363,2789,2507,2065,2923,4662,7
8447.pgm,0,101,574,956,2291,3168,2961,6260,73
8448.pgm,0,308,1665,2161,2924,2691,3679,2940,16
8449.pgm,2,585,1902,2845,4138,2573,2796,1537,6
845.pgm,1,41,174,239,1299,5762,5221,3629,18
8450.pgm,1,451,2905,3423,2172,1197,2217,4005,13
8451.pgm,7,553,1384,2773,3774,2178,1697,3995,23
8452.pgm,0,44,335,1051,2825,5080,4433,2597,19
8453.pgm,0,73,307,792,1074,1637,3133,9044,324
8454.pgm,0,79,345,910,1102,1903,3192,8615,238
8455.pgm,0,90,400,887,1095,1546,4377,7636,353
8456.pgm,0,71,331,963,1145,1778,4174,7639,283
8457.pgm,0,120,1001,838,1042,1142,1849,10098,294
8458.pgm,0,81,834,682,919,1242,3077,9409,140
8459.pgm,0,23,440,920,994,1619,3930,8322,136
846.pgm,1,76,687,799,2076,6556,4421,1084,684
8460.pgm,0,61,293,959,1206,1857,4717,6952,339
8461.pgm,0,13,222,1252,3342,5643,4864,1044,4
8462.pgm,0,41,588,2185,4857,5722,2719,272,0
8463.pgm,10,126,519,1044,1242,964,5435,7027,17
8464.pgm,5,271,705,1350,2267,3955,6684,862,285
8465.pgm,1,184,678,1058,2189,4345,6382,1485,62
8466.pgm,0,4,179,547,755,2952,9716,2230,1
8467.pgm,0,0,192,737,1470,3869,9348,768,0
8468.pgm,0,5,9,5,4,724,12473,3164,0
8469.pgm,1,78,2086,4152,3470,2147,3447,1002,1
847.pgm,18,308,1653,3473,4689,3635,2317,291,0
8470.pgm,0,0,13,139,461,1620,5751,8389,11
8471.pgm,0,3,11,127,328,957,7814,7128,16
8472.pgm,0,0,3,20,216,1231,4001,10215,698
8473.pgm,0,33,367,575,837,1503,4908,8051,110
8474.pgm,0,0,0,0,28,147,3691,12199,319
8475.pgm,0,15,184,1083,3602,2713,3488,4643,656
8476.pgm,0,30,233,1443,3518,2570,3095,5428,67
8477.pgm,73,1076,4022,4819,3109,1343,588,120,1234
8478.pgm,0,8,60,328,992,1774,2887,8893,1442
8479.pgm,0,0,33,466,1531,2885,4052,7269,148
848.pgm,1,314,2763,6746,5776,761,22,1,0
8480.pgm,0,10,208,1002,2466,2927,4521,5109,141
8481.pgm,0,0,126,909,2773,3881,3398,5269,28
8482.pgm,0,2,154,1372,3529,4612,3903,2807,5
8483.pgm,0,2,152,1379,3143,3525,2338,5661,184
8484.pgm,0,4,232,1766,4251,4564,3169,2365,33
8485.pgm,0,2,343,2304,4624,4567,3128,1408,8
8486.pgm,0,2,374,2462,4915,4509,2962,1160,0
8487.pgm,0,3,753,4080,5765,4028,1528,227,0
8488.pgm,0,2,612,2780,3586,3135,3438,2823,8
8489.pgm,0,3,780,3323,4164,3971,3150,992,1
849.pgm,0,61,339,537,1408,4297,7786,1954,2
8490.pgm,0,0,152,1053,1729,2912,5897,4621,20
8491.pgm,0,0,36,529,1575,3025,6382,4828,9
8492.pgm,0,0,21,139,597,1913,5979,7702,33
8493.pgm,0,0,22,71,359,1310,6156,8425,41
8494.pgm,0,0,0,5,59,399,2688,13087,146
8495.pgm,0,0,0,0,48,370,2491,13348,127
8496.pgm,0,0,0,2,61,244,3401,12564,112
8497.pgm,0,7,114,709,1407,2131,3770,7180,1066
8498.pgm,0,7,73,733,1645,2302,4519,6953,152
8499.pgm,0,1,268,2600,4781,3411,2214,2808,301
85.pgm,0,259,2241,3234,5643,3926,1022,59,0
850.pgm,1,189,702,1150,3915,8884,1534,9,0
8500.pgm,0,7,581,2962,4274,2857,2685,3000,18
8501.pgm,0,30,834,3438,4405,2744,2479,2443,11
8502.pgm,0,0,231,2390,4452,3125,2723,3398,65
8503.pgm,0,1,467,2640,4382,3109,2944,2823,18
8504.pgm,0,0,532,2629,3896,2822,3289,3205,11
8505.pgm,0,10,735,2529,3960,3296,3568,2279,7
8506.pgm,8,446,1622,2786,3974,2961,3257,1310,20
8507.pgm,50,1050,2760,2784,3217,2518,1404,404,2197
8508.pgm,4,680,2607,2928,3748,3465,1857,814,281
8509.pgm,0,129,864,2193,3309,2627,1841,5295,126
851.pgm,0,19,273,874,2091,3664,5826,3617,20
8510.pgm,0,166,2545,5507,3945,2517,1301,356,47
8511.pgm,7,629,2396,2387,2586,3830,3328,1215,6
8512.pgm,2,220,1432,2613,2980,3642,2037,3415,43
8513.pgm,0,161,820,2257,3039,4330,2936,2779,62
8514.pgm,5,190,1079,2784,3271,2980,2385,1504,2186
8515.pgm,1,402,1862,3370,5232,3533,1228,740,16
8516.pgm,3,215,1028,2583,3987,3544,1129,468,3427
8517.pgm,2,272,2269,3463,2849,2987,2996,1003,543
8518.pgm,0,120,659,1215,2151,3264,5165,3689,121
8519.pgm,2,214,2206,3159,3050,2814,2614,1413,912
852.pgm,2,261,2958,4043,2146,4241,991,465,1277
8520.pgm,25,628,2804,3271,3513,3790,2191,156,6
8521.pgm,29,795,3156,3339,4150,3700,952,173,90
8522.pgm,10,319,1516,3333,3749,2736,2893,1667,161
8523.pgm,12,367,1533,3042,4200,2943,2806,1443,38
8524.pgm,10,93,1201,1832,2395,3889,4328,2563,73
8525.pgm,1,145,1707,3154,4862,3589,1618,1030,278
8526.pgm,37,802,2008,2754,2767,2699,3169,2117,31
8527.pgm,34,1318,4166,3727,2535,1803,1812,962,27
8528.pgm,4,242,1004,1839,2576,3135,3973,3344,267
8529.pgm,14,288,1396,1996,3093,4579,2587,2374,57
853.pgm,4,299,899,1650,2005,2719,3892,4914,2
8530.pgm,33,533,1974,2169,3270,3837,2051,1475,1042
8531.pgm,9,339,2438,2639,2284,3197,2463,814,2201
8532.pgm,28,563,1705,2450,3225,4296,2421,589,1107
8533.pgm,1,54,365,2138,4883,5321,2919,695,8
8534.pgm,0,20,359,1944,3657,4702,4407,1293,2
8535.pgm,6,377,2343,4048,4775,3329,1329,174,3
8536.pgm,7,154,517,1230,2096,2883,4164,5198,135
8537.pgm,6,120,496,1382,3012,3994,3853,3371,150
8538.pgm,7,113,245,620,994,1738,5131,7268,268
8539.pgm,1,174,877,2253,3649,2803,3178,3372,77
854.pgm,0,153,940,1972,4903,3456,3000,1953,7
8540.pgm,113,416,271,237,504,711,2573,10070,1489
8541.pgm,0,224,1376,1925,1969,1477,1017,8190,206
8542.pgm,0,272,1827,2729,2107,2217,2040,5016,176
8543.pgm,12,188,478,857,892,1877,5218,6738,124
8544.pgm,0,107,410,963,1666,3001,3579,6379,279
8545.pgm,0,117,493,1040,1756,2863,3272,6635,208
8546.pgm,0,180,1944,3165,3413,2186,1970,3504,22
8547.pgm,2,372,2388,3845,2688,787,947,4223,1132
8548.pgm,7,1031,1366,2020,3643,2276,1077,4878,86
8549.pgm,0,75,473,558,1802,1725,2553,9097,101
855.pgm,0,150,496,2005,5096,2679,1774,1645,2539
8550.pgm,0,47,335,442,1646,1383,1948,10458,125
8551.pgm,11,852,1215,1093,1496,2631,3555,5463,68
8552.pgm,0,235,674,1314,3478,3213,1492,5930,48
8553.pgm,1,432,4034,4832,1236,260,48,46,5495
8554.pgm,2,381,3333,4818,1224,160,47,75,6344
8555.pgm,32,344,1722,3764,2440,482,89,96,7415
8556.pgm,1,363,2430,5052,2837,569,74,82,4976
8557.pgm,14,715,1176,1493,1698,1806,2652,6591,239
8558.pgm,0,24,958,2525,2656,1657,836,7624,104
8559.pgm,0,94,1884,3080,2160,1035,716,7323,92
856.pgm,17,1261,2981,3635,3439,2143,1939,968,1
8560.pgm,1,351,2661,4060,2451,878,278,441,5263
8561.pgm,5,198,1405,3194,4209,3002,2480,1837,54
8562.pgm,4,185,1519,3463,4502,2890,2208,1581,32
8563.pgm,4,178,1447,3554,4179,2587,2145,2219,71
8564.pgm,0,178,1286,2961,4296,2573,2636,2434,20
8565.pgm,2,411,1565,2126,2712,2750,2494,4189,135
8566.pgm,4,296,771,1517,4050,3994,1616,4094,42
8567.pgm,11,279,799,1635,4093,3971,1695,3862,39
8568.pgm,6,324,1045,2033,3796,3541,1773,3789,77
8569.pgm,0,15,164,390,3984,5103,2759,3920,49
857.pgm,4,210,838,2641,4715,3810,2277,1888,1
8570.pgm,3,184,782,1512,3792,2513,2080,5480,38
8571.pgm,0,72,557,1989,4978,3248,1296,4212,32
8572.pgm,3,111,1447,4532,4346,1432,606,3875,32
8573.pgm,0,171,1896,4585,4631,2333,977,1776,15
8574.pgm,1,242,3562,5815,4166,1879,468,249,2
8575.pgm,6,432,3612,5216,3546,1862,663,963,84
8576.pgm,0,75,1513,3900,2662,2848,4121,1264,1
8577.pgm,0,112,1498,3240,2806,3613,4059,904,152
8578.pgm,1,392,2798,2191,2235,3538,4083,1066,80
8579.pgm,2,332,3508,4321,3526,2852,1713,104,26
858.pgm,0,13,636,1376,2570,5785,5265,739,0
8580.pgm,1,73,1510,4316,3117,3147,3063,1064,93
8581.pgm,2,83,1612,4516,3148,3096,2935,922,70
8582.pgm,3,286,992,1341,1705,2238,3582,6197,40
8583.pgm,7,298,1003,1318,1680,2059,3492,6510,17
8584.pgm,31,450,1010,1399,1112,1303,3440,7489,150
8585.pgm,4,96,454,1140,2238,3668,3434,5334,16
8586.pgm,5,384,923,1108,1970,3405,4445,4035,109
8587.pgm,0,235,1201,1099,905,953,2819,9141,31
8588.pgm,1,70,660,783,1669,3305,3031,6828,37
8589.pgm,0,80,622,785,1599,3368,3047,6845,38
859.pgm,13,501,2170,4245,3911,2197,1477,494,1376
8590.pgm,0,68,632,779,1788,3402,3006,6667,42
8591.pgm,9,598,2279,4641,3027,1944,2240,1623,23
8592.pgm,10,811,2705,2618,2252,1649,3254,2987,98
8593.pgm,7,1134,2797,2432,2015,1611,3125,3097,166
8594.pgm,33,1746,3112,2681,1171,632,1255,5708,46
8595.pgm,7,601,1531,1334,1542,2128,4302,4905,34
8596.pgm,15,1763,3280,2525,1908,1460,1525,3881,27
8597.pgm,32,2197,3777,2873,2328,2064,1801,1303,9
8598.pgm,11,262,1020,1918,2509,3505,2836,4232,91
8599.pgm,12,282,1082,2092,3240,4098,2648,2859,71
86.pgm,0,17,183,1081,2792,3635,4097,2274,2305
860.pgm,9,182,855,1833,2072,2407,5171,3841,14
8600.pgm,53,1046,2216,2711,2681,3181,2569,1857,70
8601.pgm,65,1121,2141,2522,2809,2960,2540,2134,92
8602.pgm,0,143,1324,1958,1510,1323,2236,7039,851
8603.pgm,23,767,2123,2051,1283,1329,2674,6044,90
8604.pgm,1,272,888,717,543,951,4580,8416,16
8605.pgm,6,360,1134,1214,1453,2366,4257,5578,16
8606.pgm,0,36,176,193,313,631,2221,12729,85
8607.pgm,0,27,208,287,635,1591,3225,10296,115
8608.pgm,32,712,1644,3306,4414,3132,2364,774,6
8609.pgm,50,1046,2176,2237,2331,3463,3055,1998,28
861.pgm,2,273,572,984,2702,4666,4759,2419,7
8610.pgm,31,912,2137,2614,3283,2978,2596,1829,4
8611.pgm,33,2036,3894,2357,2062,2828,1908,1204,62
8612.pgm,57,2071,2880,2081,2886,3388,1622,1278,121
8613.pgm,2,192,717,1498,4428,2999,1609,4913,26
8614.pgm,3,154,662,1628,4625,3333,1446,4494,39
8615.pgm,2,272,1119,1563,2842,3711,2418,4447,10
8616.pgm,8,205,504,378,442,996,1930,11442,479
8617.pgm,23,304,519,1033,1888,2817,3142,6059,599
8618.pgm,32,393,388,615,1207,2652,4133,5808,1156
8619.pgm,97,611,587,1092,1593,2122,3620,5712,950
862.pgm,0,103,2511,7272,5265,1111,108,6,8
8620.pgm,0,0,20,104,355,1241,5694,7888,1082
8621.pgm,0,0,3,55,287,2307,7879,5750,103
8622.pgm,0,38,186,463,896,1615,1486,10851,849
8623.pgm,8,226,1037,2161,3998,3724,2404,2807,19
8624.pgm,11,298,1188,2367,3912,3399,2154,3039,16
8625.pgm,0,59,801,1168,2670,3932,2796,4947,11
8626.pgm,1,324,1125,2177,3888,2785,2595,3396,93
8627.pgm,0,26,301,710,1451,3852,4534,5485,25
8628.pgm,0,77,424,850,1669,3871,4590,4884,19
8629.pgm,0,36,347,2839,5244,4085,3544,289,0
863.pgm,3,131,1260,2027,4652,3864,3552,895,0
8630.pgm,0,9,113,729,3397,4709,3915,3493,19
8631.pgm,0,75,391,1768,5406,3417,2180,3130,17
8632.pgm,0,11,313,945,4036,4683,2537,3843,16
8633.pgm,0,141,634,3215,5832,2362,1284,2883,33
8634.pgm,1,90,1134,2376,2867,2226,2722,4824,144
8635.pgm,0,72,1167,2693,3177,2938,2735,3584,18
8636.pgm,1,274,1168,1571,2225,2726,4310,4088,21
8637.pgm,0,213,1033,1315,1367,1636,3158,7622,40
8638.pgm,77,1031,5628,6691,2284,568,100,5,0
8639.pgm,13,493,2356,7101,5091,1135,168,27,0
864.pgm,4,437,907,2150,4524,4486,2712,432,732
8640.pgm,25,436,2275,7261,5109,1078,168,32,0
8641.pgm,4,174,916,1531,2689,3973,4183,2843,71
8642.pgm,5,614,2449,3223,3709,3528,2074,778,4
8643.pgm,4,29,309,1687,3723,2863,4088,3648,33
8644.pgm,11,276,1059,2722,3990,3158,3401,1748,19
8645.pgm,5,122,866,1802,2525,2901,3282,4535,346
8646.pgm,2,154,595,2376,2063,1192,2536,6801,665
8647.pgm,0,10,27,186,1025,2676,3759,8057,644
8648.pgm,0,11,14,136,723,2217,4527,8306,450
8649.pgm,0,10,34,254,1276,2490,2616,8214,1490
865.pgm,0,0,6,131,437,1009,4542,10135,124
8650.pgm,0,55,293,587,1117,1876,3301,7576,1579
8651.pgm,51,1252,2329,2441,3177,2466,1587,865,2216
8652.pgm,59,812,1878,2039,2324,3115,2459,2583,1115
8653.pgm,6,270,1083,1720,3084,3707,3408,2259,847
8654.pgm,4,337,1456,2694,3603,3606,3251,1072,361
8655.pgm,4,350,1881,3310,2179,1384,1457,5689,130
8656.pgm,2,300,2031,3429,3349,3157,2594,1475,47
8657.pgm,23,118,194,1002,1882,1304,2870,8095,896
8658.pgm,25,263,1448,1699,1131,2138,4357,4862,461
8659.pgm,4,52,149,372,955,1913,7718,4282,939
866.pgm,17,642,2615,4320,2554,2913,2714,608,1
8660.pgm,4,133,279,776,2437,4041,5195,2556,963
8661.pgm,0,39,649,2233,3302,3994,4231,1907,29
8662.pgm,1,37,729,2280,3432,4112,4001,1749,43
8663.pgm,3,268,1615,2582,2984,3495,3649,1693,95
8664.pgm,11,173,1126,2038,2529,2880,3501,4019,107
8665.pgm,2,268,945,1936,3759,4390,2928,2102,54
8666.pgm,47,796,2152,3998,3501,3087,2037,715,51
8667.pgm,0,145,1094,3636,6131,3537,1454,372,15
8668.pgm,2,52,433,1493,5061,5941,2968,432,2
8669.pgm,8,305,1675,3348,6387,3409,1162,58,32
867.pgm,0,12,34,79,287,1750,9719,4470,33
8670.pgm,3,290,1708,3647,3881,3877,1665,1105,208
8671.pgm,5,347,1940,4325,4046,3686,1379,505,151
8672.pgm,1,464,2822,4762,3487,2457,1331,634,426
8673.pgm,1,187,1234,2852,3328,3657,3555,1554,16
8674.pgm,1,155,1290,2901,3049,3902,3689,1388,9
8675.pgm,62,1168,2923,3006,3009,3226,2309,663,18
8676.pgm,85,697,1553,2387,3330,2981,2212,2465,674
8677.pgm,0,316,2141,3445,3336,2964,2641,1535,6
8678.pgm,3,159,1070,3000,4240,2964,2923,1978,47
8679.pgm,65,641,653,673,861,1709,3368,8338,76
868.pgm,0,77,590,1133,2994,4672,1912,5003,3
8680.pgm,5,248,1332,2675,4471,2879,2961,1808,5
8681.pgm,15,571,2121,3250,2802,2339,2796,2465,25
8682.pgm,2,205,1249,2459,3822,4973,2680,916,78
8683.pgm,10,398,2349,2597,1677,2390,3760,3001,202
8684.pgm,1,226,1286,3111,4136,3589,2553,1482,0
8685.pgm,5,305,2496,3460,4607,3016,1647,848,0
8686.pgm,3,237,1553,3543,4538,3419,2130,960,1
8687.pgm,1,40,470,1157,3217,3578,3097,4686,138
8688.pgm,1,185,819,2074,3900,3258,2062,4015,70
8689.pgm,1,88,719,1868,3017,2889,3715,4075,12
869.pgm,3,525,2713,2817,3224,4544,2518,40,0
8690.pgm,9,322,1263,2217,2463,2940,3896,3233,41
8691.pgm,3,128,729,1582,2438,2813,3291,4789,611
8692.pgm,0,75,811,1335,3635,4343,3385,2603,197
8693.pgm,0,19,764,2708,5239,2372,786,4462,34
8694.pgm,0,25,435,2561,5278,3578,675,3800,32
8695.pgm,0,32,919,3044,2857,2321,2193,4886,132
8696.pgm,0,14,849,4016,3610,2250,1659,3901,85
8697.pgm,0,266,1848,2399,2175,2057,4201,3416,22
8698.pgm,0,141,1828,3876,2926,1958,2704,2926,25
8699.pgm,10,1615,4953,1339,601,4819,3024,23,0
87.pgm,3,106,1760,4322,4406,2356,2148,1283,0
870.pgm,18,434,1589,3052,3461,2716,3050,1906,158
8700.pgm,0,128,1557,4391,5795,3868,642,3,0
8701.pgm,0,249,1828,2280,3610,2726,2039,3651,1
8702.pgm,0,173,1834,2253,3621,2673,2111,3719,0
8703.pgm,0,742,5644,6031,2901,886,170,10,0
8704.pgm,0,20,101,886,3114,4866,3028,4334,35
8705.pgm,0,19,118,866,3105,4800,3138,4319,19
8706.pgm,0,17,105,907,3187,4925,3043,4183,17
8707.pgm,0,156,1816,2171,1050,537,2045,8430,179
8708.pgm,0,223,1993,3955,2503,1516,2501,3374,319
8709.pgm,0,307,2206,1757,846,861,3555,6812,40
871.pgm,61,609,1302,2812,2799,2339,2313,2230,1919
8710.pgm,0,2,99,811,1681,3442,7873,2474,2
8711.pgm,0,31,442,942,2012,3826,7316,1815,0
8712.pgm,220,2379,2830,2009,2616,2191,2307,1128,704
8713.pgm,89,5715,6462,2306,969,630,203,10,0
8714.pgm,160,3279,5404,4110,2228,997,200,6,0
8715.pgm,85,2730,5092,4150,2490,1502,317,18,0
8716.pgm,0,11,544,1840,2972,3252,3028,4415,322
8717.pgm,1,364,3011,4357,3251,2345,2206,825,24
8718.pgm,8,1041,3829,4289,2633,2113,2024,446,1
8719.pgm,41,2204,5067,4173,2228,1803,776,91,1
872.pgm,1,90,1759,6035,4389,1516,721,1218,655
8720.pgm,77,2612,5158,3867,2316,1540,563,250,1
8721.pgm,420,5999,4854,1801,1499,1100,242,395,74
8722.pgm,73,2782,5890,3124,1202,1117,1818,376,2
8723.pgm,14,916,4787,4802,2610,1464,1415,367,9
8724.pgm,58,1995,6638,4140,1967,921,564,97,4
8725.pgm,20,2231,2946,2021,2839,2973,2136,1187,31
8726.pgm,27,2297,3911,1887,1669,2300,1954,2333,6
8727.pgm,6,634,3952,2333,1470,1862,3097,3004,26
8728.pgm,114,1739,2587,3066,3285,2790,1994,696,113
8729.pgm,124,1772,3439,4292,3016,1941,1260,540,0
873.pgm,1,105,628,2472,4279,3853,3797,1144,105
8730.pgm,92,1307,2287,2421,3562,3477,1157,883,1198
8731.pgm,86,1737,2959,3598,3599,1376,452,126,2451
8732.pgm,28,802,1521,1697,2158,3765,3700,2678,35
8733.pgm,34,1839,4890,2729,1764,1630,2067,1431,0
8734.pgm,139,2108,2423,2808,3127,2265,2526,986,2
8735.pgm,329,3210,3193,2702,2990,2113,1127,212,508
8736.pgm,425,3199,3465,2980,2397,1738,1208,419,553
8737.pgm,180,3186,4317,3778,2239,1078,682,310,614
8738.pgm,76,2458,3124,2653,2493,2362,2073,1137,8
8739.pgm,27,489,2490,2968,1697,1551,2430,4624,108
874.pgm,2,13,99,232,380,1466,7854,6331,7
8740.pgm,28,480,2304,3139,1976,1634,2354,4386,83
8741.pgm,5,431,1399,2044,3438,4203,3044,1802,18
8742.pgm,6,714,1877,1287,1276,1931,3990,5149,154
8743.pgm,158,2596,3348,2833,3035,1885,803,250,1476
8744.pgm,160,4236,5130,2366,1385,1335,1041,720,11
8745.pgm,59,2112,4609,3390,2593,1535,1436,640,10
8746.pgm,21,2246,4547,3104,2239,1610,1679,932,6
8747.pgm,18,400,1636,3028,3027,3519,3626,1113,17
8748.pgm,147,1953,3120,4350,3163,1585,1213,816,37
8749.pgm,234,1792,2854,2626,2175,2032,2744,1914,13
875.pgm,0,67,782,1999,3405,4637,2179,3262,53
8750.pgm,86,1105,2054,2747,1727,1429,2693,4231,312
8751.pgm,28,148,330,802,1856,4933,5058,2923,306
8752.pgm,17,607,4216,7160,3303,740,221,29,91
8753.pgm,0,234,1190,2439,3479,4155,3728,1116,43
8754.pgm,0,258,1240,2346,3093,3793,4062,1566,26
8755.pgm,18,1285,4508,4918,2696,1390,1013,554,2
8756.pgm,18,2027,4701,2391,2040,2543,1656,924,84
8757.pgm,35,722,1636,2655,3158,2890,3278,1996,14
8758.pgm,23,604,1229,1854,2802,3588,3975,2238,71
8759.pgm,11,1415,5181,3357,1411,1595,1836,1574,4
876.pgm,0,2,112,1501,4133,6956,3249,235,196
8760.pgm,70,2198,4431,3785,3289,2065,484,62,0
8761.pgm,170,3309,4333,2715,2570,1688,694,713,192
8762.pgm,195,3494,6030,3201,1501,972,705,284,2
8763.pgm,59,1905,4358,3439,2192,2752,1491,188,0
8764.pgm,6,150,410,2074,4951,3427,2827,2508,31
8765.pgm,11,912,2917,2523,1932,1299,1668,5113,9
8766.pgm,2,297,2149,3919,3363,3149,2447,1057,1
8767.pgm,66,1512,3526,3278,2960,2901,1768,369,4
8768.pgm,64,1472,3182,4032,4074,2164,1065,222,109
8769.pgm,67,2190,5589,4493,1607,558,1323,557,0
877.pgm,0,124,478,547,746,2807,9978,1703,1
8770.pgm,6,1018,5863,4115,944,659,1737,2042,0
8771.pgm,37,1788,6742,6046,1216,214,60,38,243
8772.pgm,39,1957,3234,2146,2293,3746,2282,686,1
8773.pgm,0,46,1467,3739,1288,747,2456,6626,15
8774.pgm,147,1623,2859,2776,2508,2349,2435,1668,19
8775.pgm,1,654,3751,4028,1312,839,2185,3606,8
8776.pgm,0,273,1199,2511,2441,1972,3630,4356,2
8777.pgm,21,596,2358,2540,1594,1716,2589,4964,6
8778.pgm,47,1059,2533,1343,1106,1597,4261,4324,114
8779.pgm,4,125,666,1274,1637,1743,4276,6657,2
878.pgm,0,485,2007,2844,2658,2047,3246,3095,2
8780.pgm,18,567,2547,3302,3371,2809,1902,1267,601
8781.pgm,10,390,1731,2764,3111,3450,3269,1654,5
8782.pgm,5,112,375,910,1140,1114,3017,8547,1164
8783.pgm,5,249,948,1641,1782,2046,4500,5191,22
8784.pgm,1,251,1776,2634,2670,2301,2610,4139,2
8785.pgm,0,75,441,1100,1811,2118,2905,6447,1487
8786.pgm,7,107,465,1184,2095,2627,4469,5321,109
8787.pgm,21,422,769,1237,1106,1370,2967,7385,1107
8788.pgm,29,1969,3759,2522,1269,1130,2284,3419,3
8789.pgm,2,86,404,1538,2443,3377,3198,4790,546
879.pgm,0,336,1843,1444,1590,3285,6190,1695,1
8790.pgm,11,237,939,2084,2928,3608,3135,3156,286
8791.pgm,1,49,1160,3444,3722,3210,2354,2417,27
8792.pgm,31,1097,3539,5718,2787,1673,984,554,1
8793.pgm,6,688,1600,1283,1049,1028,2266,8378,86
8794.pgm,6,387,2630,4693,3248,2076,1588,1744,12
8795.pgm,5,348,2289,4100,3270,2710,2074,1531,57
8796.pgm,13,474,1158,1761,1488,1385,4328,5527,250
8797.pgm,15,624,2843,4137,3874,2903,1552,385,51
8798.pgm,0,41,308,892,1335,1811,4327,7219,451
8799.pgm,5,67,290,1122,2340,3451,4582,4406,121
88.pgm,0,87,1727,4299,3937,3249,2440,644,1
880.pgm,10,1030,1146,1807,3149,3166,3431,2598,47
8800.pgm,285,790,1129,1825,2181,1827,3432,3850,1065
8801.pgm,19,491,2967,2375,984,1389,4852,3238,69
8802.pgm,15,564,3104,2810,1140,1545,4585,2561,60
8803.pgm,28,1501,4250,1496,1756,1952,2260,3020,121
8804.pgm,8,434,3963,2156,1069,1900,2470,4033,351
8805.pgm,48,2045,3973,1635,1954,1953,2465,1811,500
8806.pgm,16,430,3250,3130,1183,1479,3132,3557,207
8807.pgm,2,312,1291,1638,1501,1745,3269,6289,337
8808.pgm,11,185,1031,1162,1553,2760,3413,6108,161
8809.pgm,17,361,2321,3870,2476,1850,2259,3140,90
881.pgm,1,47,369,1147,1667,2005,3972,7101,75
8810.pgm,7,237,1349,2188,3592,1375,3431,4194,11
8811.pgm,7,204,1950,2059,3540,1361,3102,4152,9
8812.pgm,11,550,4647,4164,1869,989,1196,1285,1673
8813.pgm,5,406,980,4685,3796,1151,1035,4283,43
8814.pgm,6,168,2059,1895,3317,1727,3098,4111,3
8815.pgm,0,2,50,534,1721,670,1828,11557,22
8816.pgm,0,43,405,2658,3492,1870,1914,5996,6
8817.pgm,1,178,1649,3195,2517,1593,2764,4478,9
8818.pgm,3,140,1622,5508,2604,1169,1698,3637,3
8819.pgm,0,148,571,3269,3715,1232,1059,6386,4
882.pgm,0,510,2026,2435,2290,2457,2751,3908,7
8820.pgm,24,1094,5183,3939,1499,407,698,2608,932
8821.pgm,14,316,3811,5327,2341,913,1467,2192,3
8822.pgm,13,345,1760,3546,4340,3666,1442,1212,60
8823.pgm,30,564,1636,2384,3116,4345,2617,1690,2
8824.pgm,7,188,811,2139,2099,2008,4631,4495,6
8825.pgm,30,1026,4685,6541,2145,771,616,539,31
8826.pgm,46,900,2432,2656,2492,2251,2405,3034,168
8827.pgm,32,833,2231,2945,2391,2531,2863,2547,11
8828.pgm,13,489,1615,2576,3563,2787,2283,3015,43
8829.pgm,42,834,2195,3097,2799,2527,2218,2451,221
883.pgm,0,269,1880,3757,3824,3877,2574,203,0
8830.pgm,5,381,1855,3274,3341,3322,2792,1397,17
8831.pgm,12,561,2068,3038,2766,2485,2376,3042,36
8832.pgm,0,60,176,276,1197,3559,3530,7275,311
8833.pgm,3,132,230,869,3725,2490,2333,6410,192
8834.pgm,56,940,2660,2677,1643,1158,1177,3696,2377
8835.pgm,30,511,1662,2059,2093,1243,1587,6775,424
8836.pgm,1,62,728,1668,2122,2041,2068,7123,571
8837.pgm,6,412,1759,2000,1407,1587,3307,5872,34
8838.pgm,1,120,1017,1938,1781,1264,2457,7687,119
8839.pgm,0,213,1696,2706,2512,1714,1857,5604,82
884.pgm,6,102,359,1139,2604,4254,5006,2657,257
8840.pgm,1,308,1324,1837,2079,1792,3384,5506,153
8841.pgm,2,303,2311,3280,2430,1753,1744,4487,74
8842.pgm,1,93,1214,1826,1377,1679,2990,6783,421
8843.pgm,25,906,4056,2789,2394,2722,1628,1857,7
8844.pgm,17,1392,4546,2582,2518,1739,1390,2173,27
8845.pgm,17,1406,4674,2593,2386,1759,1447,2066,36
8846.pgm,12,504,2017,2570,2503,2528,2863,3363,24
